代码	名称	发行总额(亿元)	期限(年)	发行价格	票面利率(发行参考利率)(%)	息票品种	附息利率类型	付息频率	发行日期	起息日期	到期日期	剩余年限(年)	债券信用评级	债券评级类型	债券评级机构	债券评级日期	主体信用评级	主体评级类型	主体评级机构	主体评级日期	担保人	担保方式	是否跨市场	GICS一级行业	GICS二级行业	GICS三级行业	GICS四级行业	发行公告日期	上市公告日期	上市日期	承销方式	发行费率	发行人	发行人类型	交易市场	交易状态	债券类型	省份	城市
1480070.IB	14镇江新城债02	7.5	7	100	8.35	附息	固定利率	1年1次	2014/2/26	2014/2/26	2021/2/26	5.3699	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/26	AA-	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/26	江苏瀚瑞投资控股有限公司	不可撤销连带责任担保	FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/24	2014/3/4	2014/3/5	余额包销		镇江新区城市建设投资有限公司	地方国有企业	银行间债券市场	上市	一般企业债	江苏省	镇江市
1480072.IB	14临港控股债	12	7	100	7.75	附息	固定利率	1年1次	2014/2/26	2014/2/26	2021/2/26	5.3699	AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29	AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/24	2014/2/28	2014/3/3	余额包销		天津临港投资控股有限公司	地方国有企业	银行间债券市场	上市	一般企业债	天津	天津市
1480073.IB	14唐山城投债	18	7	100	7.1	附息	固定利率	1年1次	2014/2/26	2014/2/26	2021/2/26	5.3699	AA+	长期信用评级	大公国际资信评估有限公司	2015/6/26	AA+	长期信用评级	大公国际资信评估有限公司	2015/6/26			TRUE	公用事业	公用事业Ⅱ	燃气Ⅲ	燃气	2014/2/24	2014/3/7	2014/3/10	余额包销		唐山市城市建设投资集团有限公司	地方国有企业	银行间债券市场	上市	一般企业债	河北省	唐山市
1480076.IB	14渝中债	8	7	100	7.25	附息	固定利率	1年1次	2014/2/26	2014/2/26	2021/2/26	5.3699	AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26	AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/24	2014/3/4	2014/3/5	余额包销		重庆渝中国有资产经营管理有限公司	地方国有企业	银行间债券市场	上市	一般企业债	重庆	重庆市
1480084.IB	14眉山资产债	14	7	100	7.84	附息	固定利率	1年1次	2014/2/26	2014/2/26	2021/2/26	5.3699	AA	长期信用评级	鹏元资信评估有限公司	2015/6/25	AA	长期信用评级	鹏元资信评估有限公司	2015/6/25			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/24	2014/3/10	2014/3/11	余额包销		眉山市资产经营有限公司	地方国有企业	银行间债券市场	上市	一般企业债	四川省	眉山市
1480087.IB	14富阳债01	5	7	100	7.1	附息	固定利率	1年1次	2014/2/26	2014/2/26	2021/2/26	5.3699	AA+	长期信用评级	大公国际资信评估有限公司	2015/6/25	AA	长期信用评级	大公国际资信评估有限公司	2015/6/25	中国投融资担保股份有限公司	不可撤销连带责任担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/24	2014/3/7	2014/3/10	余额包销		杭州富阳城市建设投资集团有限公司	地方国有企业	银行间债券市场	上市	一般企业债	浙江省	富阳市
124509.SH	14湘潭新	12	7	100	8.16	附息	固定利率	1年1次	2014/2/25	2014/2/25	2021/2/25	5.3671	AA	长期信用评级	联合资信评估有限公司	2015/6/19	AA-	长期信用评级	鹏元资信评估有限公司	2015/6/23			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/21	2014/4/14	2014/4/15	余额包销		湘潭高新集团有限公司	地方国有企业	上海证券交易所	上市	一般企业债	湖南省	湘潭市
124521.SH	14泉港债	9	7	100	7.79	附息	固定利率	1年1次	2014/2/25	2014/2/25	2021/2/25	5.3671	AA	长期信用评级	鹏元资信评估有限公司	2015/6/18	AA	长期信用评级	鹏元资信评估有限公司	2015/6/18			TRUE	工业	资本货物	综合类Ⅲ	综合类行业	2014/2/21	2014/3/28	2014/3/31	余额包销		泉州市泉港石化工业区建设发展有限公司	地方国有企业	上海证券交易所	上市	一般企业债	福建省	泉州市
124525.SH	14毕开源	13	7	100	7.78	附息	固定利率	1年1次	2014/2/25	2014/2/25	2021/2/25	5.3671	AA	长期信用评级	联合资信评估有限公司	2015/8/28	AA	长期信用评级	联合资信评估有限公司	2015/8/28			TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/21	2014/3/21	2014/3/24	余额包销		毕节市开源建设投资(集团)有限公司	地方国有企业	上海证券交易所	上市	一般企业债	贵州省	毕节市
124529.SH	14泉台商	10	7	100	7.22	附息	固定利率	1年1次	2014/2/25	2014/2/25	2021/2/25	5.3671	AA+	长期信用评级	联合资信评估有限公司	2015/6/25	AA	长期信用评级	联合资信评估有限公司	2015/6/25		抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/21	2014/4/10	2014/4/11	余额包销		泉州台商投资区开发建设有限责任公司	地方国有企业	上海证券交易所	上市	一般企业债	福建省	泉州市
124544.SH	14锦州02	8	7	100	8.38	附息	固定利率	1年1次	2014/2/25	2014/2/25	2021/2/25	5.3671	AA	长期信用评级	鹏元资信评估有限公司	2015/6/29	AA	长期信用评级	鹏元资信评估有限公司	2015/6/29	锦州市城市建设投资发展有限公司	不可撤销连带责任担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/2/21	2014/3/21	2014/3/24	余额包销		锦州经济技术开发区发展(集团)公司	地方国有企业	上海证券交易所	上市	一般企业债	辽宁省	锦州市
